,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
1315039,14238717,JK305253,2026-06-21T22:14:00.000,063XX N CICERO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1711,17,39.0,12.0,08A,1143268.0,1941866.0,2026,2026-06-29T15:42:22.000,41.996522685,-87.74833851,"{'latitude': '41.996522685', 'longitude': '-87.74833851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315040,14237568,JK303859,2026-06-21T22:18:00.000,067XX S CREGIER AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,332,3,5.0,43.0,26,1189360.0,1860711.0,2026,2026-06-29T15:42:22.000,41.772841968,-87.581403766,"{'latitude': '41.772841968', 'longitude': '-87.581403766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315041,14237573,JK303852,2026-06-21T22:18:00.000,067XX S CREGIER AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,332,3,5.0,43.0,05,1189360.0,1860725.0,2026,2026-06-29T15:42:22.000,41.772880385,-87.581403317,"{'latitude': '41.772880385', 'longitude': '-87.581403317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315042,14237582,JK303848,2026-06-21T22:23:00.000,076XX S CICERO AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,COMMERCIAL / BUSINESS OFFICE,False,False,833,8,18.0,65.0,04A,1145727.0,1853720.0,2026,2026-06-29T15:42:22.000,41.754592961,-87.741528537,"{'latitude': '41.754592961', 'longitude': '-87.741528537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315043,14237828,JK304234,2026-06-21T22:28:00.000,033XX N KILBOURN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1731,17,30.0,16.0,14,1145790.0,1921848.0,2026,2026-06-29T15:42:22.000,41.94154413,-87.739571404,"{'latitude': '41.94154413', 'longitude': '-87.739571404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315044,14237616,JK303940,2026-06-21T22:30:00.000,035XX W POLK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1133,11,24.0,27.0,08B,1152829.0,1896139.0,2026,2026-06-29T15:42:22.000,41.870859543,-87.714381855,"{'latitude': '41.870859543', 'longitude': '-87.714381855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315045,14237653,JK303842,2026-06-21T22:30:00.000,064XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,723,7,16.0,68.0,14,1170750.0,1862164.0,2026,2026-06-29T15:42:22.000,41.777255415,-87.649580426,"{'latitude': '41.777255415', 'longitude': '-87.649580426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315046,14239038,JK305739,2026-06-21T22:30:00.000,048XX N KENMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2024,20,46.0,3.0,14,1168373.0,1932607.0,2026,2026-06-29T15:42:22.000,41.970607989,-87.656257384,"{'latitude': '41.970607989', 'longitude': '-87.656257384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315047,14241683,JK308813,2026-06-21T22:30:00.000,072XX S CALIFORNIA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,831,8,18.0,66.0,05,1158957.0,1856609.0,2026,2026-06-29T15:42:22.000,41.762260854,-87.692965274,"{'latitude': '41.762260854', 'longitude': '-87.692965274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315048,14237559,JK303841,2026-06-21T22:43:00.000,006XX N CLARK ST,0460,BATTERY,SIMPLE,CONVENIENCE STORE,True,False,1832,18,42.0,8.0,08B,1175423.0,1904617.0,2026,2026-06-29T15:42:22.000,41.893646656,-87.631177143,"{'latitude': '41.893646656', 'longitude': '-87.631177143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315049,14237591,JK303858,2026-06-21T22:45:00.000,029XX N HARLEM AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,SIDEWALK,False,True,2511,25,29.0,18.0,26,1127575.0,1918783.0,2026,2026-06-29T15:42:22.000,41.933460098,-87.80658939,"{'latitude': '41.933460098', 'longitude': '-87.80658939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315050,14237596,JK303835,2026-06-21T22:47:00.000,069XX N WAYNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2431,24,49.0,1.0,08B,1165889.0,1945900.0,2026,2026-06-29T15:42:22.000,42.007137841,-87.66500976,"{'latitude': '42.007137841', 'longitude': '-87.66500976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315051,14238653,JK305151,2026-06-21T22:56:00.000,043XX S WHIPPLE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,False,922,9,12.0,58.0,26,1156753.0,1875669.0,2026,2026-06-29T15:42:22.000,41.814608944,-87.700529133,"{'latitude': '41.814608944', 'longitude': '-87.700529133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315052,14237597,JK303900,2026-06-21T23:00:00.000,061XX N CLARK ST,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,2433,24,40.0,77.0,06,1164531.0,1941052.0,2026,2026-06-29T15:42:22.000,41.993863795,-87.670144222,"{'latitude': '41.993863795', 'longitude': '-87.670144222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315053,14237638,JK303899,2026-06-21T23:00:00.000,026XX S PULASKI RD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1031,10,22.0,30.0,04B,1150134.0,1886257.0,2026,2026-06-29T15:42:22.000,41.843795034,-87.724533469,"{'latitude': '41.843795034', 'longitude': '-87.724533469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315054,14237742,JK304044,2026-06-21T23:00:00.000,065XX W 63RD PL,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,812,8,13.0,64.0,07,1133833.0,1861704.0,2026,2026-06-29T15:42:22.000,41.776718861,-87.78493088,"{'latitude': '41.776718861', 'longitude': '-87.78493088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315055,14237871,JK304094,2026-06-21T23:00:00.000,063XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,True,312,3,20.0,69.0,14,1180014.0,1862863.0,2026,2026-06-29T15:42:22.000,41.778966393,-87.615597542,"{'latitude': '41.778966393', 'longitude': '-87.615597542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315056,14238541,JK305111,2026-06-21T23:00:00.000,038XX W 58TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,822,8,23.0,62.0,14,1151832.0,1865540.0,2026,2026-06-29T15:42:22.000,41.786911516,-87.718845761,"{'latitude': '41.786911516', 'longitude': '-87.718845761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315057,14237663,JK303845,2026-06-21T23:18:00.000,071XX S HOYNE AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,735,7,17.0,67.0,08B,1163597.0,1857314.0,2026,2026-06-29T15:42:22.000,41.764099427,-87.675939214,"{'latitude': '41.764099427', 'longitude': '-87.675939214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315058,14237683,JK303886,2026-06-21T23:30:00.000,078XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,621,6,17.0,69.0,08B,1174980.0,1853133.0,2026,2026-06-29T15:42:22.000,41.752379961,-87.634342392,"{'latitude': '41.752379961', 'longitude': '-87.634342392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315059,14237703,JK303880,2026-06-21T23:30:00.000,009XX W ERIE ST,0810,THEFT,OVER $500,STREET,False,False,1214,12,27.0,24.0,06,1169908.0,1904459.0,2026,2026-06-29T15:42:22.000,41.893335155,-87.651436303,"{'latitude': '41.893335155', 'longitude': '-87.651436303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315060,14237721,JK304000,2026-06-21T23:30:00.000,005XX W LAKE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,False,False,121,1,34.0,28.0,14,1172491.0,1901698.0,2026,2026-06-29T15:42:22.000,41.885702079,-87.642031644,"{'latitude': '41.885702079', 'longitude': '-87.642031644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315061,14237892,JK304228,2026-06-21T23:30:00.000,053XX S WOOD ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,932,9,16.0,61.0,07,1165254.0,1869321.0,2026,2026-06-29T15:42:22.000,41.797013273,-87.669526163,"{'latitude': '41.797013273', 'longitude': '-87.669526163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315062,14240121,JK306891,2026-06-21T23:30:00.000,035XX W 83RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,834,8,18.0,70.0,14,1154212.0,1848989.0,2026,2026-06-29T15:42:22.000,41.741445935,-87.710558668,"{'latitude': '41.741445935', 'longitude': '-87.710558668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315063,14237564,JK303878,2026-06-21T23:34:00.000,013XX N ARTESIAN AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,1423,14,26.0,24.0,15,1159834.0,1908737.0,2026,2026-06-29T15:42:22.000,41.905288077,-87.688316304,"{'latitude': '41.905288077', 'longitude': '-87.688316304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315064,14237589,JK303871,2026-06-21T23:35:00.000,0000X W 26TH ST,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,133,1,3.0,35.0,03,1176575.0,1887109.0,2026,2026-06-29T15:42:22.000,41.845577671,-87.627475027,"{'latitude': '41.845577671', 'longitude': '-87.627475027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315065,14237612,JK303893,2026-06-21T23:39:00.000,012XX S FAIRFIELD AVE,0460,BATTERY,SIMPLE,ABANDONED BUILDING,False,True,1023,10,28.0,29.0,08B,1158221.0,1894435.0,2026,2026-06-29T15:42:22.000,41.8660752,-87.694632405,"{'latitude': '41.8660752', 'longitude': '-87.694632405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315066,14239183,JK305935,2026-06-21T23:40:00.000,051XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2024,20,48.0,3.0,06,1168704.0,1934414.0,2026,2026-06-29T15:42:22.000,41.975559264,-87.654987667,"{'latitude': '41.975559264', 'longitude': '-87.654987667', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315067,14237604,JK303883,2026-06-21T23:45:00.000,007XX N DEARBORN ST,0810,THEFT,OVER $500,APARTMENT,False,True,1832,18,42.0,8.0,06,1175800.0,1905508.0,2026,2026-06-29T15:42:22.000,41.896083132,-87.629765732,"{'latitude': '41.896083132', 'longitude': '-87.629765732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315068,14238691,JK305251,2026-06-21T23:47:00.000,057XX S PRAIRIE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,VEHICLE NON-COMMERCIAL,False,False,232,2,20.0,40.0,03,1179020.0,1867016.0,2026,2026-06-29T15:42:22.000,41.790385341,-87.619115133,"{'latitude': '41.790385341', 'longitude': '-87.619115133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315069,14237658,JK303879,2026-06-21T23:49:00.000,022XX S SACRAMENTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1033,10,24.0,30.0,08B,1156707.0,1889022.0,2026,2026-06-29T15:42:22.000,41.851252117,-87.700336938,"{'latitude': '41.851252117', 'longitude': '-87.700336938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315070,14237614,JK303877,2026-06-21T23:55:00.000,045XX N PULASKI RD,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,1723,17,33.0,14.0,03,1148910.0,1929840.0,2026,2026-06-29T15:42:22.000,41.963414923,-87.727896529,"{'latitude': '41.963414923', 'longitude': '-87.727896529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315071,14237700,JK303963,2026-06-22T00:00:00.000,017XX W DIVISION ST,0337,ROBBERY,ATTEMPT ARMED - OTHER DANGEROUS WEAPON,ALLEY,False,False,1213,12,1.0,24.0,03,1164389.0,1908040.0,2026,2026-06-29T15:42:22.000,41.903280255,-87.671604087,"{'latitude': '41.903280255', 'longitude': '-87.671604087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315072,14237846,JK304176,2026-06-22T00:00:00.000,061XX S MAJOR AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,812,8,13.0,64.0,07,1139456.0,1863243.0,2026,2026-06-29T15:42:22.000,41.780841902,-87.764279417,"{'latitude': '41.780841902', 'longitude': '-87.764279417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315073,14238071,JK304484,2026-06-22T00:00:00.000,007XX N KILBOURN AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,POLICE FACILITY / VEHICLE PARKING LOT,False,False,1111,11,28.0,23.0,26,1146052.0,1904479.0,2026,2026-06-29T15:42:22.000,41.893876877,-87.73905081,"{'latitude': '41.893876877', 'longitude': '-87.73905081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315074,14238098,JK304627,2026-06-22T00:00:00.000,082XX S SACRAMENTO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,835,8,18.0,70.0,05,1157814.0,1849805.0,2026,2026-06-29T15:42:22.000,41.74361288,-87.697338901,"{'latitude': '41.74361288', 'longitude': '-87.697338901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315075,14238131,JK304573,2026-06-22T00:00:00.000,071XX S RIDGELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,324,3,7.0,43.0,14,1189101.0,1858113.0,2026,2026-06-29T15:42:22.000,41.765719051,-87.582436322,"{'latitude': '41.765719051', 'longitude': '-87.582436322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315076,14238168,JK304545,2026-06-22T00:00:00.000,017XX E 67TH ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,332,3,5.0,43.0,06,1189142.0,1860906.0,2026,2026-06-29T15:42:22.000,41.773382291,-87.58219664,"{'latitude': '41.773382291', 'longitude': '-87.58219664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315077,14238272,JK304461,2026-06-22T00:00:00.000,013XX N CALIFORNIA AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1423,14,26.0,24.0,06,1157481.0,1908969.0,2026,2026-06-29T15:42:22.000,41.90597293,-87.696953332,"{'latitude': '41.90597293', 'longitude': '-87.696953332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315078,14238410,JK304995,2026-06-22T00:00:00.000,032XX W CARROLL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1123,11,28.0,27.0,14,1154631.0,1902218.0,2026,2026-06-29T15:42:22.000,41.887505095,-87.707603327,"{'latitude': '41.887505095', 'longitude': '-87.707603327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315079,14238424,JK304794,2026-06-22T00:00:00.000,054XX W DIVISION ST,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,OTHER (SPECIFY),False,True,1524,15,37.0,25.0,17,1139628.0,1907460.0,2026,2026-06-29T15:42:22.000,41.902176776,-87.762571528,"{'latitude': '41.902176776', 'longitude': '-87.762571528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315080,14238542,JK305072,2026-06-22T00:00:00.000,015XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1811,18,2.0,7.0,08B,1165473.0,1916022.0,2026,2026-06-29T15:42:22.000,41.925160357,-87.667394686,"{'latitude': '41.925160357', 'longitude': '-87.667394686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315081,14238577,JK305133,2026-06-22T00:00:00.000,006XX E GRAND AVE,1330,CRIMINAL TRESPASS,TO LAND,SIDEWALK,True,False,1834,18,42.0,8.0,26,1180796.0,1904058.0,2026,2026-06-29T15:42:22.000,41.891990384,-87.611461502,"{'latitude': '41.891990384', 'longitude': '-87.611461502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315082,14238586,JK304987,2026-06-22T00:00:00.000,053XX W WRIGHTWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2514,25,31.0,19.0,08B,1140386.0,1916779.0,2026,2026-06-29T15:42:22.000,41.927735276,-87.75955824,"{'latitude': '41.927735276', 'longitude': '-87.75955824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315083,14238917,JK305561,2026-06-22T00:00:00.000,028XX E 77TH PL,0890,THEFT,FROM BUILDING,APARTMENT,False,True,421,4,7.0,43.0,06,1196713.0,1854174.0,2026,2026-06-29T15:42:22.000,41.754724423,-87.554667078,"{'latitude': '41.754724423', 'longitude': '-87.554667078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315084,14239285,JK306064,2026-06-22T00:00:00.000,080XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,611,6,17.0,71.0,06,1166742.0,1851332.0,2026,2026-06-29T15:42:22.000,41.747617457,-87.664582442,"{'latitude': '41.747617457', 'longitude': '-87.664582442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315085,14240261,JK307175,2026-06-22T00:00:00.000,016XX W BERWYN AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,2012,20,40.0,77.0,06,1164451.0,1935264.0,2026,2026-06-29T15:42:22.000,41.977983043,-87.67060324,"{'latitude': '41.977983043', 'longitude': '-87.67060324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315086,14240364,JK307250,2026-06-22T00:00:00.000,038XX W 49TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,821,8,14.0,57.0,14,1151331.0,1871855.0,2026,2026-06-29T15:42:22.000,41.804250629,-87.72051766,"{'latitude': '41.804250629', 'longitude': '-87.72051766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315087,14241017,JK308020,2026-06-22T00:00:00.000,082XX S EXCHANGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,True,423,4,7.0,46.0,14,1197253.0,1851083.0,2026,2026-06-29T15:42:22.000,41.746229065,-87.552790944,"{'latitude': '41.746229065', 'longitude': '-87.552790944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315088,14241700,JK308866,2026-06-22T00:00:00.000,086XX S CARPENTER ST,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,False,False,613,6,17.0,71.0,02,1170824.0,1847623.0,2026,2026-06-29T15:42:22.000,41.737351423,-87.649732732,"{'latitude': '41.737351423', 'longitude': '-87.649732732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
1315089,14242509,JK309921,2026-06-22T00:00:00.000,022XX W THOME AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,2413,24,50.0,2.0,11,1160405.0,1941463.0,2026,2026-06-29T15:42:22.000,41.995078272,-87.685309905,"{'latitude': '41.995078272', 'longitude': '-87.685309905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
